104.79,-5.14042,794.328,1,40,2.4
104.79,-5.15042,794.328,1,40,2.4
104.77,-5.15042,794.328,1,40,2.4
104.7,-5.16042,794.328,1,40,2.4
104.68,-5.16042,794.328,1,40,2.4
104.8,-5.17042,794.328,1,40,2.4
103.65,-4.00042,641.21,1,40,2.4
103.63,-4.00042,641.21,1,40,2.4
103.61,-4.00042,641.21,1,40,2.4
103.59,-4.00042,641.21,1,40,2.4
103.16,-4.00042,641.21,1,40,2.4
103.14,-4.00042,641.21,1,40,2.4
103.12,-4.00042,641.21,1,40,2.4
103.1,-4.00042,641.21,1,40,2.4
103.08,-4.00042,641.21,1,40,2.4
103.06,-4.00042,641.21,1,40,2.4
103.03,-4.00042,641.21,1,40,2.4
103.01,-4.00042,641.21,1,40,2.4
102.94,-4.00042,641.21,1,40,2.4
102.92,-4.00042,641.21,1,40,2.4
102.9,-4.00042,641.21,1,40,2.4
102.88,-4.00042,641.21,1,40,2.4
102.86,-4.00042,641.21,1,40,2.4
102.83,-4.00042,641.21,1,40,2.4
102.81,-4.00042,641.21,1,40,2.4
102.79,-4.00042,641.21,1,40,2.4
102.76,-4.00042,641.21,1,40,2.4
103.6,-4.01042,641.21,1,40,2.4
103.58,-4.01042,641.21,1,40,2.4
103.15,-4.01042,641.21,1,40,2.4
103.11,-4.01042,641.21,1,40,2.4
103.09,-4.01042,641.21,1,40,2.4
103.07,-4.01042,641.21,1,40,2.4
103.05,-4.01042,641.21,1,40,2.4
103.03,-4.01042,641.21,1,40,2.4
103.01,-4.01042,641.21,1,40,2.4
102.92,-4.01042,641.21,1,40,2.4
102.89,-4.01042,641.21,1,40,2.4
102.87,-4.01042,641.21,1,40,2.4
102.84,-4.01042,641.21,1,40,2.4
102.82,-4.01042,641.21,1,40,2.4
102.8,-4.01042,641.21,1,40,2.4
102.78,-4.01042,641.21,1,40,2.4
103.15,-4.02042,641.21,1,40,2.4
103.08,-4.02042,641.21,1,40,2.4
103.05,-4.02042,641.21,1,40,2.4
103.03,-4.02042,641.21,1,40,2.4
103.01,-4.02042,641.21,1,40,2.4
102.89,-4.02042,641.21,1,40,2.4
102.87,-4.02042,641.21,1,40,2.4
102.85,-4.02042,641.21,1,40,2.4
102.83,-4.02042,641.21,1,40,2.4
102.8,-4.02042,641.21,1,40,2.4
102.78,-4.02042,641.21,1,40,2.4
103.15,-4.03042,641.21,1,40,2.4
103.11,-4.03042,641.21,1,40,2.4
103.09,-4.03042,641.21,1,40,2.4
103.07,-4.03042,641.21,1,40,2.4
103.04,-4.03042,641.21,1,40,2.4
103.02,-4.03042,641.21,1,40,2.4
103,-4.03042,641.21,1,40,2.4
102.88,-4.03042,641.21,1,40,2.4
102.86,-4.03042,641.21,1,40,2.4
102.82,-4.03042,641.21,1,40,2.4
102.77,-4.03042,641.21,1,40,2.4
103.14,-4.04042,641.21,1,40,2.4
103.12,-4.04042,641.21,1,40,2.4
103.1,-4.04042,641.21,1,40,2.4
103.08,-4.04042,641.21,1,40,2.4
103.03,-4.04042,641.21,1,40,2.4
103.01,-4.04042,641.21,1,40,2.4
102.91,-4.04042,641.21,1,40,2.4
102.89,-4.04042,641.21,1,40,2.4
102.87,-4.04042,641.21,1,40,2.4
102.84,-4.04042,641.21,1,40,2.4
102.81,-4.04042,641.21,1,40,2.4
103.12,-4.05042,641.21,1,40,2.4
103.03,-4.05042,641.21,1,40,2.4
102.89,-4.05042,641.21,1,40,2.4
102.87,-4.05042,641.21,1,40,2.4
102.82,-4.05042,641.21,1,40,2.4
103.11,-4.05958,641.21,1,40,2.4
103.02,-4.05958,641.21,1,40,2.4
102.9,-4.05958,641.21,1,40,2.4
102.88,-4.05958,641.21,1,40,2.4
102.86,-4.05958,641.21,1,40,2.4
102.82,-4.05958,641.21,1,40,2.4
103.55,-4.07042,641.21,1,40,2.4
103.53,-4.07042,641.21,1,40,2.4
103.49,-4.07042,641.21,1,40,2.4
102.91,-4.07042,641.21,1,40,2.4
102.89,-4.07042,641.21,1,40,2.4
102.86,-4.07042,641.21,1,40,2.4
103.58,-4.08042,641.21,1,40,2.4
103.55,-4.08042,641.21,1,40,2.4
103.53,-4.08042,641.21,1,40,2.4
103.51,-4.08042,641.21,1,40,2.4
103.48,-4.08042,641.21,1,40,2.4
102.92,-4.08042,641.21,1,40,2.4
102.9,-4.08042,641.21,1,40,2.4
102.88,-4.08042,641.21,1,40,2.4
103.57,-4.09042,641.21,1,40,2.4
103.55,-4.09042,641.21,1,40,2.4
103.53,-4.09042,641.21,1,40,2.4
103.51,-4.09042,641.21,1,40,2.4
103.49,-4.09042,641.21,1,40,2.4
103.47,-4.09042,641.21,1,40,2.4
103.45,-4.09042,641.21,1,40,2.4
103.18,-4.09042,641.21,1,40,2.4
102.92,-4.09042,641.21,1,40,2.4
102.9,-4.09042,641.21,1,40,2.4
103.58,-4.10042,641.21,1,40,2.4
103.56,-4.10042,641.21,1,40,2.4
103.54,-4.10042,641.21,1,40,2.4
103.52,-4.10042,641.21,1,40,2.4
103.5,-4.10042,641.21,1,40,2.4
103.48,-4.10042,641.21,1,40,2.4
103.46,-4.10042,641.21,1,40,2.4
103.44,-4.10042,641.21,1,40,2.4
103.19,-4.10042,641.21,1,40,2.4
102.93,-4.10042,641.21,1,40,2.4
102.91,-4.10042,641.21,1,40,2.4
102.89,-4.10042,641.21,1,40,2.4
103.58,-4.11042,641.21,1,40,2.4
103.56,-4.11042,641.21,1,40,2.4
103.54,-4.11042,641.21,1,40,2.4
103.52,-4.11042,641.21,1,40,2.4
103.5,-4.11042,641.21,1,40,2.4
103.48,-4.11042,641.21,1,40,2.4
103.45,-4.11042,641.21,1,40,2.4
103.43,-4.11042,641.21,1,40,2.4
103.41,-4.11042,641.21,1,40,2.4
102.94,-4.11042,641.21,1,40,2.4
102.92,-4.11042,641.21,1,40,2.4
103.58,-4.12042,641.21,1,40,2.4
103.56,-4.12042,641.21,1,40,2.4
103.54,-4.12042,641.21,1,40,2.4
103.52,-4.12042,641.21,1,40,2.4
103.45,-4.12042,641.21,1,40,2.4
103.41,-4.12042,641.21,1,40,2.4
103.29,-4.12042,641.21,1,40,2.4
103.08,-4.12042,641.21,1,40,2.4
102.93,-4.12042,641.21,1,40,2.4
103.56,-4.13042,641.21,1,40,2.4
103.54,-4.13042,641.21,1,40,2.4
103.4,-4.13042,641.21,1,40,2.4
103.37,-4.13042,641.21,1,40,2.4
103.18,-4.13042,641.21,1,40,2.4
102.98,-4.13042,641.21,1,40,2.4
102.96,-4.13042,641.21,1,40,2.4
102.94,-4.13042,641.21,1,40,2.4
103.62,-4.14042,641.21,1,40,2.4
103.55,-4.14042,641.21,1,40,2.4
103.4,-4.14042,641.21,1,40,2.4
103.38,-4.14042,641.21,1,40,2.4
103.36,-4.14042,641.21,1,40,2.4
103.27,-4.14042,641.21,1,40,2.4
103.19,-4.14042,641.21,1,40,2.4
102.98,-4.14042,641.21,1,40,2.4
102.96,-4.14042,641.21,1,40,2.4
103.67,-4.15042,641.21,1,40,2.4
103.62,-4.15042,641.21,1,40,2.4
103.39,-4.15042,641.21,1,40,2.4
103.36,-4.15042,641.21,1,40,2.4
103.27,-4.15042,641.21,1,40,2.4
103.25,-4.15042,641.21,1,40,2.4
103,-4.15042,641.21,1,40,2.4
102.98,-4.15042,641.21,1,40,2.4
102.96,-4.15042,641.21,1,40,2.4
