106.166335	-6.033438	4
106.815178	-6.161093	5
106.797318	-6.59565	4
107.443587	-6.543326	4
107.693241	-6.326693	5
107.820807	-6.283287	5
108.304871	-7.350706	7
108.563333	-6.724367	5
109.133903	-6.864927	5
109.41207	-6.918	5
109.046099	-6.874862	5
109.056373	-6.967704	5
109.678118	-6.888318	7
109.955544	-6.944857	6
109.87495	-6.971794	6
109.848222	-6.958936	6
109.894406	-7.376164	6
109.733257	-6.907149	5
110.438615	-6.970553	7
110.945874	-7.122687	7
110.91302	-7.098414	8
110.409706	-7.129047	6
110.406409	-7.264986	6
110.500932	-7.337809	5
110.219083	-7.467434	8
110.083312	-7.551283	5
110.219907	-7.324937	7
110.249597	-7.463206	5
110.014574	-7.712846	8
109.731168	-7.782399	8
109.683102	-7.684777	8
109.902126	-7.36403	8
109.913409	-7.723382	8
109.978687	-7.460362	8
109.740932	-7.270228	8
111.407828	-7.694375	8
110.06064	-7.236258	8
109.70435	-7.608916	
109.135981	-7.478599	7
109.291	-7.458	8
109.598546	-7.388004	7
109.02082	-7.705972	8
108.903151	-7.727989	6
110.370527	-7.797068	8
110.397907	-7.818891	8
110.209288	-7.765332	8
110.428611	-7.665	8
110.846786	-6.800753	8
110.413024	-7.880103	8
110.377295	-7.843759	8
110.406	-7.719	8
110.438807	-7.803391	8
110.465253	-7.734342	7
110.334098	-7.884617	7
110.49285	-7.743927	8
110.450407	-7.781765	8
110.388353	-7.786849	7
110.803	-7.783	7
109.263606	-7.626698	8
110.824384	-7.565278	8
110.500219	-7.512312	7
110.74627	-7.558547	7
110.745348	-7.629775	8
110.672276	-7.675337	7
110.642227	-7.609025	7
110.637197	-7.600235	7
110.701809	-7.521734	7
110.694367	-7.620539	7
110.680244	-7.588522	7
110.634771	-7.643996	7
110.598836	-7.534463	8
110.445916	-7.541177	
110.531079	-7.433249	5
110.656976	-7.353128	8
110.605449	-7.699745	8
110.510414	-7.750346	8
111.0206	-7.427936	8
111.06409	-7.614914	7
110.55671	-7.736334	8
110.513251	-7.739836	7
110.965532	-7.608798	7
110.935335	-7.80631	8
110.672225	-6.596191	6
111.034701	-6.753467	5
111.141843	-6.713247	7
110.850946	-6.80973	7
111.36676	-6.71668	5
112.046727	-6.901884	5
111.521851	-7.637514	7
111.461099	-7.864917	8
111.404705	-7.869117	7
111.100226	-8.200646	7
112.010781	-7.820671	8
112.368465	-7.621056	7
111.61838	-8.182522	8
111.907267	-8.079524	8
112.172828	-8.094786	5
112.745579	-7.26424	7
112.437097	-7.468114	5
112.90495	-7.643074	7
112.623689	-7.980297	7
112.641186	-8.180334	6
113.215594	-7.751978	5
113.688876	-7.73677	5
114.37348	-8.212959	5
114.595025	-8.350524	3
113.487208	-7.166847	4
113.859976	-7.048553	4
113.24742	-7.192332	4
104.757024	-2.991886	7
110.403354	-6.857568	3
106.85	-5.7	3
